Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
114340848242756,Rushmore Rose USA Flags,These ads ran without a disclaimer,≤100,6
113200405080174,supremepipa,These ads ran without a disclaimer,≤100,1
107933371562044,Park Road Studios,These ads ran without a disclaimer,≤100,1
1816607505289646,"Genuine Spirit Company, LLC",These ads ran without a disclaimer,≤100,1
111457441691090,Small Footprint Arts & Crafts,These ads ran without a disclaimer,≤100,1
109984519083195,Silicon Valley Innovation Center,These ads ran without a disclaimer,≤100,1
331747206917079,Lobeline Communications,These ads ran without a disclaimer,≤100,2
111351088478835,My Diwise,These ads ran without a disclaimer,≤100,22
104408968724122,Speedy Coconut Limited,These ads ran without a disclaimer,≤100,1
106551508992699,Forward United NJ,These ads ran without a disclaimer,≤100,1
241584219226279,Heather White Photo,These ads ran without a disclaimer,≤100,1
106693505672857,Lan Vaughan for IRB City Commissioner,Lan Vaughan For IRB City Commissioner,≤100,1
110366545303057,Maggie Ploener For Legislature,These ads ran without a disclaimer,≤100,3
101500526253267,"Independent Voices of Grant County, WA",These ads ran without a disclaimer,≤100,1
662188620489322,Viviana Janer for Osceola,Viviana Janer,≤100,1
107063641567462,"Scott County, TN",These ads ran without a disclaimer,≤100,13
1391560877759240,ZH Magazine,These ads ran without a disclaimer,≤100,1
144612275622280,PAWIS South Bay,These ads ran without a disclaimer,≤100,3
42855465754,The Center for Community Solutions,These ads ran without a disclaimer,≤100,1
105389361971634,B NOBLE,These ads ran without a disclaimer,≤100,1
126636180723340,JM Mechanical,These ads ran without a disclaimer,≤100,1
1186981988081625,Botanical Shakespeare,These ads ran without a disclaimer,≤100,2
308951099800432,WW2 Biographies & Memoirs,These ads ran without a disclaimer,≤100,1
168123783228435,Yale Medicine,These ads ran without a disclaimer,≤100,1
105282922454558,kimoraleesimmons,These ads ran without a disclaimer,≤100,1
279436328737499,Marin County Government,These ads ran without a disclaimer,≤100,1
104649097951154,alexisx.artistry,These ads ran without a disclaimer,≤100,1
1510937552461636,O'LaLa Empanadas,These ads ran without a disclaimer,≤100,1
166467476769699,The Patriots Business Alliance,These ads ran without a disclaimer,≤100,3
109649844854542,Alligator Terminator,These ads ran without a disclaimer,≤100,20
449761438688493,Hidden Oaks Nature Center,These ads ran without a disclaimer,≤100,2
117227704591979,Venida Discovers Africa 365,These ads ran without a disclaimer,≤100,1
111637421824944,On Social Sports,These ads ran without a disclaimer,≤100,2
198862480149906,Heatmaster SS Outdoor Furnaces,These ads ran without a disclaimer,≤100,1
646951282045667,Rock of Ages,These ads ran without a disclaimer,≤100,1
39119822138,Center for Progressive Reform,These ads ran without a disclaimer,≤100,1
114570545240850,Who Gives A Crap,These ads ran without a disclaimer,≤100,1
731854836984001,The Embiggened Heart,These ads ran without a disclaimer,≤100,2
200548226627766,The Progressive Magazine,These ads ran without a disclaimer,≤100,1
1564315093875940,Nature Gnaws,These ads ran without a disclaimer,≤100,1
341361812552248,SOS,These ads ran without a disclaimer,≤100,1
290548664672,First Liberty Institute,These ads ran without a disclaimer,≤100,1
175068560639,Saint Paul Area Association of REALTORS,These ads ran without a disclaimer,≤100,1
118841301169493,세종바이오텍 - 본사 Sejongbiotech.us,These ads ran without a disclaimer,≤100,1
509582019076248,Dejazmatch Kwasi Ecosystem,These ads ran without a disclaimer,≤100,1
234047533294716,Sunflower Duran,These ads ran without a disclaimer,≤100,1
104632415286065,Megan Gardella for Jackson Board of Education,Megan E Gardella,≤100,1
109187707380059,Central California Alliance for Health,These ads ran without a disclaimer,≤100,1
1215739161834263,ASAPtickets Philippines,These ads ran without a disclaimer,≤100,1
239890026064489,B&B Kitchen & Bath Design Studio,These ads ran without a disclaimer,≤100,1
104794118597325,SEU School of Music,These ads ran without a disclaimer,≤100,1
112115385122751,Re-elect Martin Mitchell,These ads ran without a disclaimer,≤100,1
832723850402021,Mary Ann O'Brien,These ads ran without a disclaimer,≤100,1
106202485514908,Lujan Fencing,These ads ran without a disclaimer,≤100,1
174222523188265,Wisconsin State Representative Rob Swearingen,Office of Wisconsin State Representative Rob Swearingen,≤100,1
101581926124866,T.L. Watson,These ads ran without a disclaimer,≤100,2
106433785541376,Nicholas Kerns,Nicholas Kerns,≤100,1
103766995771009,deejayanarchy,These ads ran without a disclaimer,≤100,1
462585553795481,Northeastern University Charlotte,These ads ran without a disclaimer,≤100,1
100540556243838,ASBL Cercle Axiologique,These ads ran without a disclaimer,≤100,1
140404299480896,Future of Nursing: Campaign for Action,These ads ran without a disclaimer,≤100,2
218388641605216,Five Forty One,These ads ran without a disclaimer,≤100,1
112212921826361,Happy Solar Guys,These ads ran without a disclaimer,≤100,2
281743568560540,"Community Health of South Florida, Inc.",These ads ran without a disclaimer,≤100,2
111670288306717,Paw Cast Kids,These ads ran without a disclaimer,≤100,1
121207007584368,Ariel Wright,These ads ran without a disclaimer,≤100,1
239179863091065,Guardians of the Children Mooresville Chapter,These ads ran without a disclaimer,≤100,1
237205933071248,Legends Boxing,These ads ran without a disclaimer,≤100,1
116761271376064,reren.fahlevie,These ads ran without a disclaimer,≤100,1
109077634143636,Pioneer Creek Wind,These ads ran without a disclaimer,≤100,1
612928012462059,Missouri Appleseed,These ads ran without a disclaimer,≤100,1
125530347515327,The Borneo Project,These ads ran without a disclaimer,≤100,1
120763420962540,They Call Me Izzy,These ads ran without a disclaimer,≤100,1
100391426297306,Middlebury Small Town Alliance,These ads ran without a disclaimer,≤100,2
109383375484483,is.my.microphone.on,These ads ran without a disclaimer,≤100,1
296559909368,The Children's Cabinet,These ads ran without a disclaimer,≤100,1
105258245708048,Agent George Edward,These ads ran without a disclaimer,≤100,1
101400032438085,The A-Mark Foundation,These ads ran without a disclaimer,≤100,1
110218221999113,mo_money_esq,These ads ran without a disclaimer,≤100,1
133329353353317,Inland Center,These ads ran without a disclaimer,≤100,1
118737837863189,ThreadsPolit,These ads ran without a disclaimer,≤100,1
1464444727211742,Tangible Polarities,These ads ran without a disclaimer,≤100,1
107490873967402,Inesic,These ads ran without a disclaimer,≤100,1
101994156155701,pattiburger73,These ads ran without a disclaimer,≤100,1
101370229166707,Saints and Sippers,These ads ran without a disclaimer,≤100,1
110959114829536,Minor Press,These ads ran without a disclaimer,≤100,2
100144629474584,bykristinapereira,These ads ran without a disclaimer,≤100,1
100991052157011,"Weld County, CO",These ads ran without a disclaimer,≤100,2
105109799054138,reginamoldenattorney,These ads ran without a disclaimer,≤100,1
170363609663970,Scheels,These ads ran without a disclaimer,≤100,2
106164555752440,Today's Special,These ads ran without a disclaimer,≤100,5
177695288989348,JustMyMemphis,These ads ran without a disclaimer,≤100,1
140105122708,The University of North Carolina at Chapel Hill,These ads ran without a disclaimer,≤100,1
624796887700644,Women Wednesdays,These ads ran without a disclaimer,≤100,1
116761416781,Kentucky Manufactured Housing Institute,These ads ran without a disclaimer,≤100,1
329004791763466,Beautiful Trends Today News,These ads ran without a disclaimer,≤100,1
101878435993071,Circulationy,These ads ran without a disclaimer,≤100,3
108576444774162,Kristian Thomas for DPRD DKI 2024,These ads ran without a disclaimer,≤100,1
636189920098322,UT Health RGV,These ads ran without a disclaimer,≤100,1
114323964716,Beef Checkoff,These ads ran without a disclaimer,≤100,1
107009315154050,Newsbreak Newsletter US,These ads ran without a disclaimer,≤100,6
489020871145411,Whiskey Off-Road,These ads ran without a disclaimer,≤100,1
112732916102,Peoples Gas,These ads ran without a disclaimer,≤100,1
2240318359564942,"All Florida Security, Investigations, Firearms & Bail Bonds",These ads ran without a disclaimer,≤100,1
230992780566244,Albatross Designs,These ads ran without a disclaimer,≤100,2
105426012875814,Cone Health,These ads ran without a disclaimer,≤100,1
519633641432325,Noel Cohen the Broker,These ads ran without a disclaimer,≤100,1
104164155759885,Fatblackandgettinit,These ads ran without a disclaimer,≤100,1
100156492193897,Twinsburg Police Patrol Officers Union - OPBA,These ads ran without a disclaimer,≤100,1
118965774495346,Vote For Mt. Vernon Kids,These ads ran without a disclaimer,≤100,1
169430696452177,Hennepin Healthcare,These ads ran without a disclaimer,≤100,1
114465148237168,National College & Technical Institute,These ads ran without a disclaimer,≤100,1
104492591820322,Every Day Koala Nature,These ads ran without a disclaimer,≤100,2
106147181781076,EBRIS East Baton Rouge Infrastructure Solutions,These ads ran without a disclaimer,≤100,1
104098482609628,Lily Kardon,These ads ran without a disclaimer,≤100,1
193099690738755,SmartDeploy,These ads ran without a disclaimer,≤100,4
540149572713541,Conscious Mind Study Group,These ads ran without a disclaimer,≤100,1
137536815395,Crystal Blanton,These ads ran without a disclaimer,≤100,1
329351270473218,"City of Englewood, CO - Government",These ads ran without a disclaimer,≤100,1
103762372465072,Day Magazine Link,These ads ran without a disclaimer,≤100,9
145275129512185,Thrive Express Savannah,These ads ran without a disclaimer,≤100,1
102472376026153,Andrea Sophia Crystal King,These ads ran without a disclaimer,≤100,1
551763258503232,ReWed Bridal & Formal,These ads ran without a disclaimer,≤100,1
129390903067,Danbury Fair,These ads ran without a disclaimer,≤100,2
155841127789491,Sting Alarm,These ads ran without a disclaimer,≤100,1
68793499001,UNICEF,These ads ran without a disclaimer,≤100,1
102645069780534,Ooo La Lattes,These ads ran without a disclaimer,≤100,1
109826378538273,Katie L Patterson,These ads ran without a disclaimer,≤100,1
463614410406133,Great Alaska Schools Anchorage,These ads ran without a disclaimer,≤100,2
103859562574090,Tindall for School Board,These ads ran without a disclaimer,≤100,1
100669571475,"Law Office of Baker, Burton & Lundy, P.C.",These ads ran without a disclaimer,≤100,1
415745329168064,Frontier Horizon,These ads ran without a disclaimer,≤100,1
138521916233234,Nor-Lea Hospital District,These ads ran without a disclaimer,≤100,1
102617742659832,Shawn Rukahs,These ads ran without a disclaimer,≤100,1
104765955608054,Irina Volfson,These ads ran without a disclaimer,≤100,1
781646571904749,Joverity,These ads ran without a disclaimer,≤100,1
106188735789955,Alana Rao for CCSD Board of Education 2023,These ads ran without a disclaimer,≤100,4
117585100107693,zungleboo,These ads ran without a disclaimer,≤100,1
105208458849768,Zav Reading,These ads ran without a disclaimer,≤100,2
92232120943,Southcentral Foundation,These ads ran without a disclaimer,≤100,2
118839157027,Sustainable Cleveland,These ads ran without a disclaimer,≤100,1
108443838374176,lockup_k3,These ads ran without a disclaimer,≤100,1
108577591489231,federalemploymentattorneys,These ads ran without a disclaimer,≤100,1
1762382090732276,Riot Ready,These ads ran without a disclaimer,≤100,1
192814954062294,Tulsa Midtown Neighbors,These ads ran without a disclaimer,≤100,1
104410598893696,Bar Reading,These ads ran without a disclaimer,≤100,2
70420955016,Friends of Boston's Homeless,These ads ran without a disclaimer,≤100,2
110303634861934,The Well,These ads ran without a disclaimer,≤100,3
106382574968980,Augusta County Local News,These ads ran without a disclaimer,≤100,2
164553610894905,Merriweather District,These ads ran without a disclaimer,≤100,1
107032358235082,Kootenai County Local News,These ads ran without a disclaimer,≤100,2
480485822160572,"Birmingham, Alabama Local - News Break",These ads ran without a disclaimer,≤100,3
117647334655722,billionsntrillionsshop,These ads ran without a disclaimer,≤100,1
192833857933709,Dr. Eben Alexander and Irrefutable Proof of Heaven,These ads ran without a disclaimer,≤100,1
136351733740927,State Representative Mike Soter,Committee to Elect Mike Soter,≤100,1
103744972631573,FigureOne,These ads ran without a disclaimer,≤100,1
101014802830011,lettuceexplainwear,These ads ran without a disclaimer,≤100,2
98912141410,American Forests,These ads ran without a disclaimer,≤100,3
111993601697958,Folk Art stories by WMH,These ads ran without a disclaimer,≤100,1
183484875153093,Kim Monson Show,These ads ran without a disclaimer,≤100,1
419920568047343,"Western New York Rural Area Health Education Center, Inc.",These ads ran without a disclaimer,≤100,1
629433610504004,Z-Twins Radio - KYIZ & KRIZ,These ads ran without a disclaimer,≤100,1
689945591073489,She Has a Name,These ads ran without a disclaimer,≤100,1
108317975184322,Bellforge Arts Center,These ads ran without a disclaimer,≤100,1
101406489492058,TZLA,These ads ran without a disclaimer,≤100,1
101124932161373,"Mercer County, MO",These ads ran without a disclaimer,≤100,1
699850756825484,Acee's Neighborhood Market,These ads ran without a disclaimer,≤100,1
103992889335882,souls4liberty,These ads ran without a disclaimer,≤100,1
397054531024452,COPS Training Portal,These ads ran without a disclaimer,≤100,1
102614639394237,Senator Dean Murray,Murray for NY Senate,≤100,1
173907162733098,Hedgepig Ensemble Theatre,These ads ran without a disclaimer,≤100,1
107606695618876,Save UNC Wakebrook,These ads ran without a disclaimer,≤100,1
533270630940465,Claudia Nunez Tv,These ads ran without a disclaimer,≤100,1
112476988330946,HomeFront Radio,These ads ran without a disclaimer,≤100,1
121025100940816,transcendalaskaproject,These ads ran without a disclaimer,≤100,1
103763818969335,Phillip Hodge,These ads ran without a disclaimer,≤100,3
45079136940,Actors' Shakespeare Project,These ads ran without a disclaimer,≤100,1
101064356259956,"All God, If God There Be",These ads ran without a disclaimer,≤100,1
104566305018187,Aservants️heartseniorservices,These ads ran without a disclaimer,≤100,1
109737577837060,Livereid,These ads ran without a disclaimer,≤100,5
102110262773340,mr.franklin.valdez,These ads ran without a disclaimer,≤100,4
1756938131232274,Relato,These ads ran without a disclaimer,≤100,1
113814229284295,Reproductive Justice Inside,These ads ran without a disclaimer,≤100,1
101542012945135,Cowbboyn Jade,These ads ran without a disclaimer,≤100,2
921798307850581,Bevi,These ads ran without a disclaimer,≤100,1
105234682502120,Oiaht-OE,These ads ran without a disclaimer,≤100,2
24602216656885,Random Page,Random Test Organization,≤100,2
502320477205654,I’m Bout Making My Ancestors Proud,These ads ran without a disclaimer,≤100,4
132500600869569,SISTA FIRE RI,These ads ran without a disclaimer,≤100,1
644068642420758,Proud Source Water,These ads ran without a disclaimer,≤100,1
414205182124147,Quenched,These ads ran without a disclaimer,≤100,1
1375303095849798,Hidalgo County Bail Bond Association,These ads ran without a disclaimer,≤100,1
114896814870377,ccixxix,These ads ran without a disclaimer,≤100,1
187733784612920,"Town of Breckenridge, CO Government",These ads ran without a disclaimer,≤100,1
2233653183536887,Law Office of Massey McClusky Fuchs & Ballenger,These ads ran without a disclaimer,≤100,2
104479212493294,thirty.thr3,These ads ran without a disclaimer,≤100,1
106259345556504,Alderwoman Anabel Abarca,These ads ran without a disclaimer,≤100,2
104758477918689,Connecticut Children’s Community Health,These ads ran without a disclaimer,≤100,1
110251685178064,Brand It Brilliant,These ads ran without a disclaimer,≤100,1
106941405298464,Volunteers for Ukraine,These ads ran without a disclaimer,≤100,1
100918455497424,"Sacramento County, CA",These ads ran without a disclaimer,≤100,2
119518864423187,Longbow Productions,These ads ran without a disclaimer,≤100,1
134191336425,Washington Square,These ads ran without a disclaimer,≤100,2
102683269413674,sparksbk,These ads ran without a disclaimer,≤100,1
104852625905650,monroelace,These ads ran without a disclaimer,≤100,1
155542227837660,Azizi Life,These ads ran without a disclaimer,≤100,1
1050993361586363,Dutch Yellowtail,These ads ran without a disclaimer,≤100,1
123704060726591,SolarPanel FL,These ads ran without a disclaimer,≤100,1
146345582848653,"Douglas E Nave, Realtor with Coldwell Banker Heritage",These ads ran without a disclaimer,≤100,1
106461524983268,Every Day Koala Game Reserve,These ads ran without a disclaimer,≤100,1
100125899536670,Comparisons Master Useful Tips,These ads ran without a disclaimer,≤100,2
1427192720893416,PhillyVoice,These ads ran without a disclaimer,≤100,1
107851801728976,Family Support Centers of Utah,These ads ran without a disclaimer,≤100,2
1465646276779035,Los Secretos Judíos,These ads ran without a disclaimer,≤100,6
164013515318344,Waco Solar,These ads ran without a disclaimer,≤100,1
891518144240272,Friends of the Fox River Trail,These ads ran without a disclaimer,≤100,1
100774634835302,The Joint Chiropractic,These ads ran without a disclaimer,≤100,1
109415881324070,zlord,These ads ran without a disclaimer,≤100,1
103992805194700,"Lake County, IL",These ads ran without a disclaimer,≤100,3
107664581899588,Inception Security,These ads ran without a disclaimer,≤100,1
103506188363404,Momentum Professional Strategy Partners,These ads ran without a disclaimer,≤100,1
63808549011,Maryland Association of CPAs - MACPA,These ads ran without a disclaimer,≤100,1
10448694540,Ilah Cibis Jewelry,These ads ran without a disclaimer,≤100,1
397170450364914,USARK - United States Association of Reptile Keepers,These ads ran without a disclaimer,≤100,1
109341568634647,jonathan_arredondocalle,These ads ran without a disclaimer,≤100,1
118272737869195,Martin Ruiz,These ads ran without a disclaimer,≤100,1
105590328932917,Crazy Midget,These ads ran without a disclaimer,≤100,3
118849821144567,Bill Chick - Porta School Board,These ads ran without a disclaimer,≤100,1
475778355919914,BB - Best Bios,These ads ran without a disclaimer,≤100,1
106398954171414,Growing Together - PCHAS,These ads ran without a disclaimer,≤100,1
105106239171118,defbulletin,These ads ran without a disclaimer,≤100,1
150014669154,"City of Hemet, CA - City Government",These ads ran without a disclaimer,≤100,1
46075498787,Alzheimer's Los Angeles,These ads ran without a disclaimer,≤100,1
111419288047431,Gefen Stories,These ads ran without a disclaimer,≤100,2
100738538875798,Pennington County Local News,These ads ran without a disclaimer,≤100,2
105251975319658,Time to Fox,These ads ran without a disclaimer,≤100,2
331834243515149,Harambee Books and Haki Ammi Success Scholar,These ads ran without a disclaimer,≤100,1
110508104551787,Walton County Local News,These ads ran without a disclaimer,≤100,1
196060279423,New Mexico Wildlife Federation,These ads ran without a disclaimer,≤100,1
614889888938636,Sofia Isabela Mahdavi,These ads ran without a disclaimer,≤100,1
110108757958231,Her Safety Net,These ads ran without a disclaimer,≤100,1
14893558501,Prevent Child Abuse America,These ads ran without a disclaimer,≤100,1
45901308455,MAP International,These ads ran without a disclaimer,≤100,7
133996689962302,Nu Sass,These ads ran without a disclaimer,≤100,5
1511200182531807,Shea Theater Arts Center,These ads ran without a disclaimer,≤100,1
109251604692459,CJ Robinson District Attorney - 19th Circuit,These ads ran without a disclaimer,≤100,1
1251229021699146,Field Atlas,These ads ran without a disclaimer,≤100,1
191367330892004,UBC Engineering,These ads ran without a disclaimer,≤100,5
102385692569586,"Youth Help Foundation, Inc",These ads ran without a disclaimer,≤100,1
102987869269308,bethlehemuniversityfoundation,These ads ran without a disclaimer,≤100,1
100954879598796,Jan Deville For Clerk,These ads ran without a disclaimer,≤100,1
331538563663884,Pietrowski Law Practice PLLC,These ads ran without a disclaimer,≤100,1
123240622924049,johntrashkowsky,These ads ran without a disclaimer,≤100,1
100874694997568,Stop The B,These ads ran without a disclaimer,≤100,4
112872221753732,Sara Perez,These ads ran without a disclaimer,≤100,16
106099250953843,Greenberg and Ruby Injury Attorneys,These ads ran without a disclaimer,≤100,1
161664484006661,Senate District 56 DFL,Janet Lynn Rohlf,≤100,1
2329196537097112,Benjamin F. Edwards & Co. Shreveport Branch,These ads ran without a disclaimer,≤100,1
112419214567195,Slynd birth control,These ads ran without a disclaimer,≤100,1
7239334663,USAA,These ads ran without a disclaimer,≤100,1
100517662715824,Xiaolong H.,These ads ran without a disclaimer,≤100,1
116746364654482,Donnie Saucier for Supervisor - District 5,These ads ran without a disclaimer,≤100,1
106576138532106,Minnesota Newsletter - Newsbreak US,These ads ran without a disclaimer,≤100,4
101825242912255,writingsfromawidow,These ads ran without a disclaimer,≤100,1
110960541900132,Ray Phillips for Washington County Clerk of Courts,These ads ran without a disclaimer,≤100,2
243776010057,Geothermal Greenhouse Partnership,These ads ran without a disclaimer,≤100,1
101558497895524,Good Things Are Gonna Come,These ads ran without a disclaimer,≤100,1
135624286634387,Readly,These ads ran without a disclaimer,≤100,2
87824274881,The Classic Center,These ads ran without a disclaimer,≤100,1
439472689421643,Mi Viaje A Nueva York,These ads ran without a disclaimer,≤100,1
226362276920,Leave Only Footprints,These ads ran without a disclaimer,≤100,1
1317572891656521,"Law Offices of Mark F. Moss, PLLC",These ads ran without a disclaimer,≤100,2
105371591982579,Foodies Reading,These ads ran without a disclaimer,≤100,10
161848213873266,RedRover,These ads ran without a disclaimer,≤100,6
100103069664139,"Allergy, Asthma, and Immunology Center of Southwest Louisiana",These ads ran without a disclaimer,≤100,2
105170744437701,The Reproductive Freedom Fund of New Hampshire,These ads ran without a disclaimer,≤100,1
1444919665776362,Boston Tea Party 250,These ads ran without a disclaimer,≤100,2
112462627215690,Thrive Lifeline,These ads ran without a disclaimer,≤100,1
116442541753336,Southern NCSY & JSU,These ads ran without a disclaimer,≤100,1
101477135460502,"Person County, NC",These ads ran without a disclaimer,≤100,2
805258103152078,Southern Progressive Benefits,These ads ran without a disclaimer,≤100,1
115363098136420,alllawalchemy2,These ads ran without a disclaimer,≤100,1
599257113523617,PA State Jobs,These ads ran without a disclaimer,≤100,1
110210684988974,Ajna,These ads ran without a disclaimer,≤100,1
111345604725738,Klatie online,These ads ran without a disclaimer,≤100,1
116054534723678,Ocean Gems,These ads ran without a disclaimer,≤100,1
111814601883810,Jeffrey Allan Grosso,These ads ran without a disclaimer,≤100,2
100330029593410,Rep. Tarah Probst,Robert William Caton,≤100,1
109690004060927,amillionair,These ads ran without a disclaimer,≤100,1
102285315300693,Interior Medicine,These ads ran without a disclaimer,≤100,1
103085838336325,bold botanica,These ads ran without a disclaimer,≤100,1
494058503946539,Monicazation,These ads ran without a disclaimer,≤100,2
106691368637698,disabledstudentscommission,These ads ran without a disclaimer,≤100,1
107719452262860,MO Gas Tax Back,These ads ran without a disclaimer,≤100,1
587181574698451,South Carolina First Steps,These ads ran without a disclaimer,≤100,4
111267878529509,Moon Rock Wellness,These ads ran without a disclaimer,≤100,1
105708575828173,sammirbahaa,These ads ran without a disclaimer,≤100,1
108831308629793,Isai Aranda,These ads ran without a disclaimer,≤100,1
107656448918989,Alyssa,These ads ran without a disclaimer,≤100,1
105565095046115,"Clearfield County, PA",These ads ran without a disclaimer,≤100,1
102993492590111,kmon.studio,These ads ran without a disclaimer,≤100,1
446313795276,Plainfield Public Library,These ads ran without a disclaimer,≤100,1
105240978484336,knowledgetyson_,These ads ran without a disclaimer,≤100,1
116944601365261,stop.gct,These ads ran without a disclaimer,≤100,1
107605087636129,abacoadvisory,These ads ran without a disclaimer,≤100,1
106240001657996,"Crook County, WY",These ads ran without a disclaimer,≤100,1
113296468349932,Tesla X,These ads ran without a disclaimer,≤100,2
100733566241293,Anutha Chanz,These ads ran without a disclaimer,≤100,1
101687429383411,Auto Audience Network - Texas,These ads ran without a disclaimer,≤100,1
253063161698122,Basel Convention Regional Centre - Caribbean,These ads ran without a disclaimer,≤100,2
153834917994,International OCD Foundation,These ads ran without a disclaimer,≤100,1
338779153442748,Bambino The Goldenchild,These ads ran without a disclaimer,≤100,1
105975288839460,George Henry Zwiebel III,These ads ran without a disclaimer,≤100,1
100352125139366,Cupkids.org,These ads ran without a disclaimer,≤100,1
104499128500965,"Washington County, WI",These ads ran without a disclaimer,≤100,2
108239971846756,Belidol,These ads ran without a disclaimer,≤100,2
76294311601,Committee for Accuracy in Middle East Reporting and Analysis - CAMERA,These ads ran without a disclaimer,≤100,1
715401842169627,World Young Rheumatic Diseases Day - WORD Day,These ads ran without a disclaimer,≤100,5
104890209200993,Scott Dirkes for Stearns Electric Association District #7 Director,These ads ran without a disclaimer,≤100,1
114287087373270,kent.gregoire,These ads ran without a disclaimer,≤100,1
101245982927759,Jounin Poliittinen ura,These ads ran without a disclaimer,≤100,1
1882125188526475,G C,These ads ran without a disclaimer,≤100,1
165007593521801,MyFamily,These ads ran without a disclaimer,≤100,2
100353424779684,Lemmiblog,These ads ran without a disclaimer,≤100,1
771756969885596,Education for Ukrainian student victim,These ads ran without a disclaimer,≤100,2
110676678552795,Ethereal Diffusion's Page,These ads ran without a disclaimer,≤100,1
31367825182,National Association of REALTORS®,These ads ran without a disclaimer,≤100,1
107338115433064,Audioclone,These ads ran without a disclaimer,≤100,1
267265126743219,Adirondack Research Consortium,These ads ran without a disclaimer,≤100,1
1812516745713155,"All Streets, All People - ASAP",These ads ran without a disclaimer,≤100,1
111580320974124,The Religious Hippie NFP,These ads ran without a disclaimer,≤100,1
66418179000,American Health Information Management Association (AHIMA),These ads ran without a disclaimer,≤100,1
105516860907505,"Oxford, Alabama Local - News Break",These ads ran without a disclaimer,≤100,2
115235998127508,Stoniempshm.fashion,These ads ran without a disclaimer,≤100,1
157397627612193,MIT Spectrum,These ads ran without a disclaimer,≤100,1
526233670726646,Oscyi,These ads ran without a disclaimer,≤100,1
109402557546382,Trigonas,These ads ran without a disclaimer,≤100,1
111038447899713,Sloss Metal Arts,These ads ran without a disclaimer,≤100,1
109943288540416,mahoganycolumbus,These ads ran without a disclaimer,≤100,1
1401968743390975,Tom Siedenbuehl for West Caln Township Supervisor,These ads ran without a disclaimer,≤100,1
87812961818,Florida Network of Youth and Family Services,These ads ran without a disclaimer,≤100,1
75831650585,FOX 13 News,These ads ran without a disclaimer,≤100,1
110371672021861,Magnus Nero,These ads ran without a disclaimer,≤100,1
105595439163629,Xoaustinsummers,These ads ran without a disclaimer,≤100,3
100454806329374,"Nevertheless Consulting, LLC",These ads ran without a disclaimer,≤100,1
2056176391280083,GrahXavier,These ads ran without a disclaimer,≤100,2
284026994963767,The Flying Walrus,These ads ran without a disclaimer,≤100,1
100406049288652,PediaWise,These ads ran without a disclaimer,≤100,1
101706561243,Tenants Union of Washington,These ads ran without a disclaimer,≤100,1
111701305271412,Voice of the Voiceless,These ads ran without a disclaimer,≤100,2
110222087905628,"Orangeburg County, SC",These ads ran without a disclaimer,≤100,6
114186743283123,Australia Express,These ads ran without a disclaimer,≤100,1
115257404882732,EllieLani,These ads ran without a disclaimer,≤100,1
100185949720823,Complex & Class Action Litigation and Employment Law Counseling,These ads ran without a disclaimer,≤100,1
725943174160540,The Alliance for Professional Development,These ads ran without a disclaimer,≤100,1
109714028721361,Joe Crowley for Middleton School Committee,These ads ran without a disclaimer,≤100,1
462521134273812,𝐀𝐝𝐡𝐫𝐮𝐜𝐢𝐚,These ads ran without a disclaimer,≤100,1
102350502783750,Vote for Sandra 2023,These ads ran without a disclaimer,≤100,2
131624777672793,Blist’r Fresh Naan Wraps,These ads ran without a disclaimer,≤100,2
1584115795135996,AM Med Solutions,These ads ran without a disclaimer,≤100,1
885581961575955,Little Hill Sanctuary,These ads ran without a disclaimer,≤100,1
945984745791077,Code Of Return.,These ads ran without a disclaimer,≤100,1
1405129509633065,Ebo Entsuah for Florida Senate,Ebo Entsuah,≤100,1
429497947123006,Bio-MED Inc.,These ads ran without a disclaimer,≤100,1
144231374898,Virginia Wesleyan University,These ads ran without a disclaimer,≤100,2
110371655185372,Class action lawsuit for wrongful death against DEA,These ads ran without a disclaimer,≤100,1
101565878786321,"Harper County, OK",These ads ran without a disclaimer,≤100,1
111416286896380,Institute of National Remembrance,These ads ran without a disclaimer,≤100,4
140691562625190,HPAE - Health Professionals & Allied Employees,These ads ran without a disclaimer,≤100,1
378413962365888,Mobile Notary with Johnsie Hunter,These ads ran without a disclaimer,≤100,1
202798122688,Chatham House,These ads ran without a disclaimer,≤100,2
111176038628943,Alvarez Monito,These ads ran without a disclaimer,≤100,2
128764805626,WSi Healthcare Personnel,These ads ran without a disclaimer,≤100,2
102158435548074,In The Light Of The Crop,These ads ran without a disclaimer,≤100,1
101878022576706,cbnpersian,These ads ran without a disclaimer,≤100,1
56710382096,Social Justice Fund NW,These ads ran without a disclaimer,≤100,1
34570133940,Durham Saves Water,These ads ran without a disclaimer,≤100,1
1450715678320584,Ellie Highstreet,These ads ran without a disclaimer,≤100,1
110980968135125,neurodiversity_advocate,These ads ran without a disclaimer,≤100,1
247984695223020,Patty Turner Group,These ads ran without a disclaimer,≤100,1
104902592533252,"Vote ""Yes"" for Marion Kids",These ads ran without a disclaimer,≤100,1
100751402914209,Greenvetafrica,These ads ran without a disclaimer,≤100,1
577445909014238,CXRA,These ads ran without a disclaimer,≤100,1
1986517684934896,Tennessee Fifth Ecclesiastical Jurisdiction,These ads ran without a disclaimer,≤100,1
102783174531634,"Wolf Law, PLLC",These ads ran without a disclaimer,≤100,1
379079198922342,Katya Goltseva Visuals,These ads ran without a disclaimer,≤100,1
