Page ID,Page name,Disclaimer,Amount spent (USD),Number of ads in Library
100538752913261,Proundtee-Shop,These ads ran without a disclaimer,≤100,5
109472695349307,Hopola,These ads ran without a disclaimer,≤100,1
402693853100751,Detroit Wayne Oakland Tobacco-Free Coalition,These ads ran without a disclaimer,≤100,1
104215361825845,"Morgan County, AL",These ads ran without a disclaimer,≤100,1
102812038808924,Pharaohs Luxury Transportation,These ads ran without a disclaimer,≤100,2
458699358232967,Environmental Testing Agency,These ads ran without a disclaimer,≤100,2
2592529607429093,Bluewaterinternational,These ads ran without a disclaimer,≤100,1
265599060270924,Glacial Lakes Conservancy,These ads ran without a disclaimer,≤100,2
109813248246413,Sierra Club Water Sentinels Events,These ads ran without a disclaimer,≤100,1
381801669344269,Rubies Africa,These ads ran without a disclaimer,≤100,2
685355864899617,Cause Pictures,These ads ran without a disclaimer,≤100,1
104028345372202,tinytransmitters,These ads ran without a disclaimer,≤100,1
102673748065714,Virtual Psychiatric Care,These ads ran without a disclaimer,≤100,1
102354029829799,Mastin Kipp,These ads ran without a disclaimer,≤100,1
477947532403736,VET Tv- Veteran Television,These ads ran without a disclaimer,≤100,3
191897647683538,Curve Inn,These ads ran without a disclaimer,≤100,1
105899295473548,Five Ponies,These ads ran without a disclaimer,≤100,3
107073662361043,generatehealthstl,These ads ran without a disclaimer,≤100,1
97428295329,Inamori International Center for Ethics and Excellence,These ads ran without a disclaimer,≤100,1
109157392149307,Energia Intelligente U.S,These ads ran without a disclaimer,≤100,1
107825126040303,Holeyboard Pedalboards,These ads ran without a disclaimer,≤100,1
113074173458021,Maker's Red Box,These ads ran without a disclaimer,≤100,2
283772168713624,William Whitmore Ipswich Selectboard,These ads ran without a disclaimer,≤100,1
353278701911,YWCA El Paso Del Norte Region,These ads ran without a disclaimer,≤100,1
39798235811,Biodynamic Association,Biodynamic Demeter Alliance,≤100,1
106606329019311,Wyoming Life Photography,These ads ran without a disclaimer,≤100,1
111178028641027,Abogados Compensación para Trabajadores,These ads ran without a disclaimer,≤100,1
378383240440,Southern California Gas Company (SoCalGas),These ads ran without a disclaimer,≤100,1
100852702985852,no__shelfcontrol,These ads ran without a disclaimer,≤100,1
110405331856696,Anviraaus,These ads ran without a disclaimer,≤100,1
103026801971096,Rize Technologies,These ads ran without a disclaimer,≤100,2
27104741639,Second Harvest of Silicon Valley,These ads ran without a disclaimer,≤100,1
110940408632185,mariahd_thepsychnp,These ads ran without a disclaimer,≤100,1
107971445438024,legendsfrommomscloset,These ads ran without a disclaimer,≤100,1
101932789241309,Lu La Li,These ads ran without a disclaimer,≤100,1
423768934496690,Glocally,These ads ran without a disclaimer,≤100,1
100740622657193,Whats The Bill Solar,These ads ran without a disclaimer,≤100,1
104548462530529,The Joint Chiropractic,These ads ran without a disclaimer,≤100,1
101991326016646,Schuyler County Economic Development Commission,These ads ran without a disclaimer,≤100,1
102027279315110,chambercheckclothing,These ads ran without a disclaimer,≤100,1
101562439539854,"Christi Wiles Thomas, Candidate, Register of Wills",These ads ran without a disclaimer,≤100,1
106679182233673,beaty_pediatrics,These ads ran without a disclaimer,≤100,1
1517189495076488,Perinatal Health Equity Initiative,These ads ran without a disclaimer,≤100,2
109328422012390,bethesda_cares,These ads ran without a disclaimer,≤100,1
104848585595565,marvel00784,These ads ran without a disclaimer,≤100,2
1754762461497828,TWSS,These ads ran without a disclaimer,≤100,4
53427045980,Indiana Coalition Against Domestic Violence,These ads ran without a disclaimer,≤100,1
229407514276367,Humaverse,These ads ran without a disclaimer,≤100,6
252989386681,The Purple Cow,These ads ran without a disclaimer,≤100,1
829146430579280,Power4PuertoRico,These ads ran without a disclaimer,≤100,1
1088573714504247,Hayatidance,These ads ran without a disclaimer,≤100,1
101162406318708,ritikasanmit,These ads ran without a disclaimer,≤100,1
127881123974283,Annemarie Börlind USA,These ads ran without a disclaimer,≤100,1
234671454441,Sturgis District Library,These ads ran without a disclaimer,≤100,2
106667675758123,sireverything,These ads ran without a disclaimer,≤100,1
374019089925463,Science Sensei,These ads ran without a disclaimer,≤100,1
1481438538842716,Life Skills Awareness,These ads ran without a disclaimer,≤100,2
106959885665764,لجنة المناصرة /الإنصاف - Commission du plaidoyer/ El Insaf,These ads ran without a disclaimer,≤100,1
113571228327771,Break The Chains Ministry: Domestic Violence Awareness & Resources,These ads ran without a disclaimer,≤100,1
105115261718414,Bluebonnet Children’s Advocacy Center,These ads ran without a disclaimer,≤100,1
101369522194962,Kinship Cafe,These ads ran without a disclaimer,≤100,1
135344309861833,Alabama Foster & Adoptive Parent Association,These ads ran without a disclaimer,≤100,1
109538332066898,Safe Landing BTV,These ads ran without a disclaimer,≤100,1
190419233825,Kid to Kid,These ads ran without a disclaimer,≤100,1
102439304557046,Vince Ellison,These ads ran without a disclaimer,≤100,2
103882955222076,DeKalb County Local News,These ads ran without a disclaimer,≤100,1
220578993019,Wilkes Productions,These ads ran without a disclaimer,≤100,1
100481765563262,St. Louis County Local News,These ads ran without a disclaimer,≤100,2
101770682860171,Ryan Harding for McHenry Alderman Ward 4,These ads ran without a disclaimer,≤100,3
108383091839442,"Black Women in Charge, Inc.",These ads ran without a disclaimer,≤100,1
116476508076415,Pastors Against Abuse,These ads ran without a disclaimer,≤100,1
28830208418,Signature Sounds Recordings,These ads ran without a disclaimer,≤100,1
692525477438819,FraudWatch,These ads ran without a disclaimer,≤100,1
737618163082088,Goya Olive Oils,These ads ran without a disclaimer,≤100,1
64639136366,Truthdig,These ads ran without a disclaimer,≤100,1
89773793450,Conference on Crimes Against Women,These ads ran without a disclaimer,≤100,1
580901881970725,Heliopolis Shreveport Culture,These ads ran without a disclaimer,≤100,1
395959594349353,"Department of Illinois VFW, State Legislative Committee",These ads ran without a disclaimer,≤100,7
101513451402800,The Purple Bird,These ads ran without a disclaimer,≤100,1
9316648525,The Chicago School of Professional Psychology,These ads ran without a disclaimer,≤100,1
35550379949,Colorado Springs Utilities,These ads ran without a disclaimer,≤100,2
1795700354014023,TerraPro Solutions,These ads ran without a disclaimer,≤100,1
100244655859212,Sandy Par,These ads ran without a disclaimer,≤100,1
157372007643274,Ron DeSantis over the Donald,These ads ran without a disclaimer,≤100,1
100385782789521,Fun Magazine Press,These ads ran without a disclaimer,≤100,1
51107082390,Sun King Brewery,These ads ran without a disclaimer,≤100,1
1167483653280336,Hartford HealthCare Español,These ads ran without a disclaimer,≤100,1
100880636138376,Rep. Justin Fleming,Robert William Caton,≤100,1
375774626481662,Ask Cheryl about Healthcare & Retirement,These ads ran without a disclaimer,≤100,1
1271649739653447,New England Grazing Network,These ads ran without a disclaimer,≤100,1
175895508186,North Dakota Women's Network,These ads ran without a disclaimer,≤100,1
103709099201591,No Ordinary Women Podcast,These ads ran without a disclaimer,≤100,1
105050069192040,The New Flag Guy,These ads ran without a disclaimer,≤100,1
655525871323390,BreeganJane,These ads ran without a disclaimer,≤100,3
235686933290675,"Friends of the Hamilton Branch Library, Inc.",These ads ran without a disclaimer,≤100,2
1752856548304463,The National Women's Theatre Festival,These ads ran without a disclaimer,≤100,4
117669281285187,Paula Farias,These ads ran without a disclaimer,≤100,1
1998203150226580,Ms. Indiana Universe 2023,These ads ran without a disclaimer,≤100,1
111829591851424,Bill Electrico en Cero,These ads ran without a disclaimer,≤100,4
123396567405047,Democrats Against Todd Gloria,These ads ran without a disclaimer,≤100,1
122142187834537,Wildflower Alliance,These ads ran without a disclaimer,≤100,1
175807885830227,Mahindra Humanities Center at Harvard,These ads ran without a disclaimer,≤100,1
110099331940978,More Hackz - MediaSmarter,These ads ran without a disclaimer,≤100,10
108144248167478,Meyer for Duluth City Council,These ads ran without a disclaimer,≤100,1
119368777811164,theoreonow,These ads ran without a disclaimer,≤100,1
110019337015716,Inspiring Young Heroes,These ads ran without a disclaimer,≤100,1
1394705277335939,We Rise Therapy + Wellness,These ads ran without a disclaimer,≤100,1
593172347708466,Oregon Forests Forever,These ads ran without a disclaimer,≤100,1
118021647848498,drdevikab,These ads ran without a disclaimer,≤100,2
141091277531,Carolina Business Review,These ads ran without a disclaimer,≤100,1
108605831466894,Eagle Wood Flag Co.,These ads ran without a disclaimer,≤100,1
112722485434306,Deejay SAMIA,These ads ran without a disclaimer,≤100,1
109262118832645,bouyriek,These ads ran without a disclaimer,≤100,1
1466671413616594,Warriors Academy KC,These ads ran without a disclaimer,≤100,1
110242634503376,The Montana Daily,These ads ran without a disclaimer,≤100,3
102919136129393,Owlteeshop,These ads ran without a disclaimer,≤100,1
2273566356288325,Womanica Podcast,These ads ran without a disclaimer,≤100,2
343411099481316,Stargazer Creative,These ads ran without a disclaimer,≤100,1
101544515433415,"Marion County, FL",These ads ran without a disclaimer,≤100,4
109058944667687,"Houston County, AL",These ads ran without a disclaimer,≤100,2
107703822260103,mindworkspodcast,These ads ran without a disclaimer,≤100,1
838845006226485,Mueller Law Firm,These ads ran without a disclaimer,≤100,1
357285333462,Blessed Unrest,These ads ran without a disclaimer,≤100,1
104378288505712,Troup County Local News,These ads ran without a disclaimer,≤100,2
486389388831152,Napafirewise,These ads ran without a disclaimer,≤100,1
129064750465027,Women's Earth Alliance,These ads ran without a disclaimer,≤100,1
112648851741275,Brandon Beasley,These ads ran without a disclaimer,≤100,1
110721875345685,Adam Smith Racing,These ads ran without a disclaimer,≤100,1
581727518923459,Los Angeles March for Trans & GNC Rights,These ads ran without a disclaimer,≤100,1
105812295318976,Black Moses Freedom Festival,These ads ran without a disclaimer,≤100,1
1941078376103974,Cristina Mazariegos,These ads ran without a disclaimer,≤100,1
1682888041968950,Boston College Women's BRCA Study,These ads ran without a disclaimer,≤100,1
102648229826177,KAZ Radio TV Network,These ads ran without a disclaimer,≤100,1
109974695328612,Jonathan Rider for Tax Collector,Jonathan Rider,≤100,1
127177657355582,Garrison & Garrison,These ads ran without a disclaimer,≤100,1
803439936684238,One Soul Flo,These ads ran without a disclaimer,≤100,1
1143957152303205,Nathan Hartman for Fort Wayne City Council District 3,Nathan Hartman for Fort Wayne City Council District 3,≤100,1
115389283617652,Western Winds Property Brokers,These ads ran without a disclaimer,≤100,1
149584865732611,Hidden Water,These ads ran without a disclaimer,≤100,1
107565702251567,Connersville Rant and Rave,These ads ran without a disclaimer,≤100,1
223281424471538,Nation's Products,These ads ran without a disclaimer,≤100,1
1390923027880871,Author Chrissy K. McVay,These ads ran without a disclaimer,≤100,1
106123865718747,Steel Valley Container Structures,These ads ran without a disclaimer,≤100,1
775730499122766,City of Jesup - City Hall,City of Jesup,≤100,1
131953283532889,Placer Land Trust,These ads ran without a disclaimer,≤100,1
1679603728947883,"Town of East Hartford, CT – Government",Town of East Hartford,≤100,1
115207851507651,Eric Maxon for Kendall Highway Superintendent,These ads ran without a disclaimer,≤100,2
85075819274,Big Brothers Big Sisters of St. Johns County,Big Brothers Big Sisters of St. Johns County,≤100,1
190270681006100,Dove Bible Club,These ads ran without a disclaimer,≤100,1
101700205622231,Tuberbumtv,These ads ran without a disclaimer,≤100,1
149021452136,Community Alliance for Global Justice,These ads ran without a disclaimer,≤100,1
107064011602890,The American Idea Podcast,These ads ran without a disclaimer,≤100,2
101255848393859,sarahkgd,These ads ran without a disclaimer,≤100,1
104357308956493,Gurdeep Singh,These ads ran without a disclaimer,≤100,1
130949067026928,Wonder boutique,These ads ran without a disclaimer,≤100,1
138523892886654,Wild Horse Education,These ads ran without a disclaimer,≤100,1
103129045977075,Hingi Hangoma,These ads ran without a disclaimer,≤100,1
108215108028225,"Lake Norman Advisors, LLC",These ads ran without a disclaimer,≤100,1
176304442986471,Lifestylewithhabbiba,These ads ran without a disclaimer,≤100,1
